Annotation Symbol,Brain_female,Brain_male,Carcass_female,Carcass_male,Eye_female,Eye_male,MTube_fem,MTube_male,SGland_female,SGland_male
CG10306,30 ± 2.0,27 ± 1.4,68 ± 5.7,48 ± 4.7,124 ± 0.9,92 ± 3.1,67 ± 6.3,52 ± 10,96 ± 6.1,102 ± 10
CG3193,4.6 ± 0.2,4.6 ± 0.3,6.3 ± 0.9,4.7 ± 0.8,7.1 ± 0.3,6.0 ± 0.2,5.2 ± 0.8,4.8 ± 0.4,5.4 ± 0.6,5.8 ± 0.1
CG5027,19 ± 0.9,21 ± 1.4,8.6 ± 0.5,9.5 ± 1.1,43 ± 0.7,63 ± 7.8,8.5 ± 1.3,8.7 ± 0.6,6.6 ± 1.1,6.2 ± 0.6
CG45218,2.4 ± 0.3,2.8 ± 0.5,1.2 ± 0.4,1.5 ± 0.9,1.6 ± 0.6,2.5 ± 1.2,3.5 ± 0.7,1.2 ± 1.1,2.7 ± 0.4,2.5 ± 0.4
CG13494,0.0 ± 0.1,0.0 ± 0.0,0.0 ± 0.0,1.2 ± 1.1,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.1,0.0 ± 0.0,0.0 ± 0.0
CG3400,5.7 ± 0.9,4.5 ± 1.2,24 ± 4.2,21 ± 3.8,25 ± 1.7,20 ± 0.7,5.2 ± 0.5,4.9 ± 0.5,4.6 ± 0.4,13 ± 1.0
CG12653,0.2 ± 0.1,0.2 ± 0.0,0.1 ± 0.0,0.1 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
CG2257,30 ± 2.5,28 ± 0.6,56 ± 2.4,50 ± 5.2,34 ± 0.2,32 ± 0.4,43 ± 5.5,38 ± 6.0,33 ± 7.4,30 ± 6.2
CG34379,1.0 ± 0.0,1.0 ± 0.2,4.1 ± 0.7,5.1 ± 0.5,3.6 ± 0.1,4.5 ± 0.3,7.5 ± 2.2,9.1 ± 3.6,3.3 ± 0.4,6.3 ± 0.1
CG32396,0.6 ± 0.2,0.6 ± 0.1,0.2 ± 0.1,1.4 ± 0.7,0.5 ± 0.2,0.5 ± 0.1,0.3 ± 0.3,1.4 ± 2.1,0.3 ± 0.1,0.4 ± 0.2
CG34112,2.0 ± 0.5,1.9 ± 0.4,2.9 ± 0.5,3.2 ± 0.4,2.6 ± 0.3,2.6 ± 0.4,9.4 ± 1.5,12 ± 1.6,2.7 ± 0.1,3.5 ± 1.0
CG31788,1.3 ± 0.8,1.9 ± 0.5,0.2 ± 0.3,26 ± 19,0.0 ± 0.0,0.7 ± 0.4,0.5 ± 0.8,33 ± 55,0.0 ± 0.0,3.2 ± 1.6
CG7384,0.5 ± 0.1,0.3 ± 0.1,7.8 ± 1.2,2.3 ± 0.3,6.0 ± 0.4,1.3 ± 0.2,0.5 ± 0.3,0.2 ± 0.2,3.3 ± 2.3,0.9 ± 0.2
CG7036,7.3 ± 1.4,8.1 ± 0.2,3.7 ± 0.3,3.3 ± 0.6,4.7 ± 0.1,5.9 ± 1.0,4.3 ± 1.0,4.8 ± 0.9,5.2 ± 0.7,5.7 ± 0.0
CG3327,2.2 ± 0.2,2.5 ± 0.2,2.4 ± 1.1,1.0 ± 0.3,1.4 ± 0.0,1.7 ± 0.3,9.7 ± 1.2,7.2 ± 0.7,5.7 ± 1.9,2.0 ± 0.2
CG10339,0.1 ± 0.0,0.0 ± 0.0,0.6 ± 0.2,0.8 ± 0.2,2.0 ± 0.2,3.2 ± 0.4,0.0 ± 0.0,0.0 ± 0.0,0.1 ± 0.0,0.2 ± 0.1
CG10463,1.4 ± 0.2,1.4 ± 0.1,3.6 ± 0.4,1.7 ± 0.2,2.0 ± 0.2,1.4 ± 0.1,1.9 ± 0.3,1.2 ± 0.3,2.4 ± 0.9,1.8 ± 0.0
CG2041,23 ± 3.1,24 ± 0.7,13 ± 1.0,14 ± 0.4,14 ± 0.5,16 ± 0.6,12 ± 1.0,13 ± 0.2,13 ± 0.1,17 ± 0.2
CG4195,8.5 ± 0.5,8.5 ± 0.5,6.5 ± 0.8,4.9 ± 0.5,7.6 ± 0.5,7.3 ± 0.4,4.5 ± 0.4,3.6 ± 0.8,8.4 ± 2.4,6.2 ± 0.3
CG12672,0.6 ± 0.2,0.6 ± 0.1,0.1 ± 0.0,0.0 ± 0.0,0.5 ± 0.3,1.1 ± 0.4,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
CG34192,0.1 ± 0.1,0.0 ± 0.0,0.0 ± 0.0,0.1 ± 0.2,0.0 ± 0.1,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.1 ± 0.1,0.1 ± 0.1
CG33323,9.9 ± 0.8,12 ± 0.5,0.1 ± 0.1,0.1 ± 0.1,0.5 ± 0.0,0.3 ± 0.3,0.0 ± 0.1,0.0 ± 0.1,0.0 ± 0.0,0.1 ± 0.1
CG3040,11 ± 0.2,10 ± 0.8,12 ± 2.1,11 ± 1.3,18 ± 1.1,20 ± 0.3,11 ± 1.0,8.4 ± 0.9,8.2 ± 0.5,12 ± 0.1
CG6340,25 ± 3.2,25 ± 0.4,9.4 ± 1.0,8.5 ± 0.6,14 ± 0.1,13 ± 0.6,8.1 ± 1.8,6.7 ± 0.8,11 ± 0.1,9.9 ± 1.5
CG12952,1.9 ± 0.3,2.0 ± 0.3,2.0 ± 0.1,1.2 ± 0.2,0.9 ± 0.0,1.1 ± 0.4,0.8 ± 0.4,0.5 ± 0.1,42 ± 12,67 ± 7.9
CG11791,11 ± 0.2,10 ± 0.8,47 ± 7.4,54 ± 3.6,29 ± 0.6,33 ± 0.5,58 ± 9.8,34 ± 3.3,44 ± 9.6,54 ± 2.5
CG14260,0.1 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.4 ± 0.6,0.1 ± 0.0,0.1 ± 0.0,0.0 ± 0.1,0.2 ± 0.2,0.0 ± 0.0,0.2 ± 0.1
CG7918,8.2 ± 1.4,9.0 ± 0.4,0.1 ± 0.0,0.2 ± 0.1,0.6 ± 0.0,0.6 ± 0.1,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.1 ± 0.0
CG43273,2.4 ± 0.7,2.1 ± 0.2,3.3 ± 0.2,4.5 ± 0.9,3.1 ± 0.3,3.8 ± 0.1,2.9 ± 1.3,4.0 ± 1.3,5.3 ± 0.9,7.9 ± 0.3
CG32726,3.0 ± 2.2,7.0 ± 3.7,0.1 ± 0.2,0.4 ± 0.3,7.0 ± 0.5,1.7 ± 0.7,0.0 ± 0.0,0.0 ± 0.0,0.8 ± 0.2,2.6 ± 2.9
CG32904,14 ± 2.1,16 ± 0.9,0.8 ± 0.2,0.7 ± 0.1,7.0 ± 0.2,8.8 ± 1.6,0.9 ± 0.6,0.8 ± 0.4,0.6 ± 0.0,0.9 ± 0.1
CG11217,24 ± 2.6,25 ± 0.9,54 ± 2.8,69 ± 8.1,20 ± 0.2,22 ± 0.2,42 ± 2.5,34 ± 4.0,70 ± 5.9,92 ± 1.3
CG17196,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.9 ± 0.5,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.7 ± 1.1,0.0 ± 0.0,0.1 ± 0.2
CG42368,7.0 ± 1.3,7.7 ± 0.1,1.8 ± 0.2,2.1 ± 0.6,9.8 ± 0.4,12 ± 0.1,0.2 ± 0.2,0.3 ± 0.2,0.4 ± 0.0,0.9 ± 0.0
CG11238,7.1 ± 0.2,7.4 ± 0.2,3.7 ± 0.6,3.3 ± 0.4,4.7 ± 0.5,5.1 ± 0.4,4.2 ± 0.6,3.6 ± 0.5,5.2 ± 0.8,5.7 ± 0.3
CG4666,0.8 ± 0.2,0.6 ± 0.2,100 ± 13,164 ± 47,3.9 ± 0.4,5.2 ± 0.3,0.8 ± 0.3,1.4 ± 0.9,19 ± 3.8,40 ± 4.2
CG17137,0.4 ± 0.1,0.4 ± 0.1,1.6 ± 0.8,5.3 ± 3.6,0.2 ± 0.0,0.4 ± 0.0,0.3 ± 0.0,3.6 ± 5.2,0.3 ± 0.1,1.6 ± 0.4
CG6230,4.4 ± 0.2,4.6 ± 0.2,8.9 ± 1.5,10.0 ± 0.9,8.6 ± 0.7,8.2 ± 1.8,12 ± 0.3,14 ± 4.3,13 ± 1.5,14 ± 0.6
CG43076,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,1.4 ± 0.8,0.0 ± 0.0,0.0 ± 0.1,0.0 ± 0.0,0.8 ± 1.3,0.0 ± 0.0,0.2 ± 0.2
CG9379,5.4 ± 0.7,4.8 ± 0.3,22 ± 6.1,24 ± 1.4,24 ± 0.0,24 ± 0.3,34 ± 11,38 ± 7.9,31 ± 4.6,58 ± 3.0
CG5480,0.6 ± 0.1,0.8 ± 0.0,0.1 ± 0.1,0.0 ± 0.0,0.1 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
CG10101,0.1 ± 0.0,0.2 ± 0.1,0.0 ± 0.0,0.0 ± 0.0,0.1 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
CG9372,2.7 ± 1.2,0.9 ± 0.4,34 ± 9.4,42 ± 3.7,22 ± 0.4,20 ± 5.2,1.1 ± 0.5,1.1 ± 0.8,2.8 ± 0.6,6.8 ± 1.3
CG42829,6.2 ± 0.7,7.1 ± 0.5,0.2 ± 0.1,0.3 ± 0.1,0.9 ± 0.0,1.1 ± 0.3,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.2 ± 0.0
CG15666,0.2 ± 0.1,0.2 ± 0.0,0.2 ± 0.1,0.1 ± 0.1,0.6 ± 0.1,1.2 ± 0.3,0.0 ± 0.0,0.1 ± 0.1,0.1 ± 0.0,0.1 ± 0.0
CG43175,0.6 ± 0.3,0.3 ± 0.2,1.9 ± 1.9,0.6 ± 0.1,1.8 ± 0.5,0.1 ± 0.1,0.0 ± 0.1,1.3 ± 2.3,0.0 ± 0.0,0.2 ± 0.2
CG4016,17 ± 0.4,17 ± 1.4,10 ± 0.1,9.4 ± 1.8,26 ± 0.6,31 ± 1.1,30 ± 4.1,34 ± 6.6,13 ± 1.3,14 ± 1.3
CG7804,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,2.5 ± 2.4,0.0 ± 0.0,0.1 ± 0.1,0.0 ± 0.1,1.0 ± 1.5,0.0 ± 0.0,0.3 ± 0.0
CG31150,5.9 ± 0.7,4.7 ± 0.4,14 ± 4.3,13 ± 1.1,17 ± 0.5,18 ± 0.2,0.7 ± 0.1,1.4 ± 0.2,1.0 ± 0.1,3.5 ± 0.1
CG10347,5.2 ± 0.2,5.5 ± 0.4,5.6 ± 0.5,6.0 ± 0.5,8.6 ± 0.3,8.5 ± 0.3,6.9 ± 0.4,6.0 ± 1.6,6.0 ± 0.2,6.2 ± 0.7
CG43441,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.1 ± 0.2,0.1 ± 0.0,0.1 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
CG13078,0.0 ± 0.0,0.1 ± 0.1,0.0 ± 0.0,0.0 ± 0.0,0.1 ± 0.2,0.1 ± 0.1,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.1
CG31876,0.0 ± 0.0,0.0 ± 0.0,0.1 ± 0.1,0.0 ± 0.0,0.1 ± 0.1,0.1 ± 0.1,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.1 ± 0.0
CG43447,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.2 ± 0.3,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.2 ± 0.3,0.0 ± 0.0,0.0 ± 0.0
CG7693,13 ± 1.4,15 ± 0.6,15 ± 1.0,13 ± 0.9,21 ± 1.7,26 ± 1.8,17 ± 1.3,18 ± 3.6,9.0 ± 3.1,11 ± 0.2
CG6407,5.1 ± 0.8,5.3 ± 0.1,0.5 ± 0.2,0.3 ± 0.1,1.4 ± 0.1,1.2 ± 0.1,0.1 ± 0.0,0.1 ± 0.1,0.5 ± 0.4,0.2 ± 0.1
